novo,2010-03-01,1 hour case study presentation,Geelong Hospital Geelong VIC,Endocrinologists; Endocrine Registrars; Diabetes Educators; Dietitians,Light meal with non alcoholic drinks provided,15,171.82,171.82,$171.82,$171.82,0,0,0,0,0,0,1,11
novo,2010-03-01,In-service - Training on Diabetes Management 7 hours education This event was organised by the Ramsay Health Pindara Hospital and Novo Nordisk was not responsible for inviting the attendees or organising the educational content; the hospitality; accommodation or travel.,Pindara Hospital Benowa QLD,Diabetes Educators; Nurses,Nil,16,,0.00,$0.00,Novo Nordisk did not provide any financial sponsorship. Novo Nordisk was not responsible for organising the content; the hospitality or travel and therefore does not know the costs of doing so.,1,0,0,0,0,0,0,0
novo,2010-03-01,Grand Rounds 1 hour presentation on training requirements in Qld Health,Gold Coast Hospital Southport QLD,Paed Endocrinologists; Paed Endocrine Registrars,Fruit and sandwiches with non alcoholic drinks provided,20,194.54,194.54,$194.54,$194.54,0,0,0,0,0,0,1,10
novo,2010-03-01,Journal Club 1 hour presentation on endocrine case studies,Mater Hospital South Brisbane QLD,Endocrinologists; Paed Endocrinologists; Paed Endocrine Registrars,Fruit and sandwiches with non alcoholic drinks provided,15,167.31,167.31,$167.31,$167.31,0,0,0,0,0,0,1,11
novo,2010-03-01,1.5 hour presentation on interventional radiology Novo Nordisk contributed to sponsorship of the meeting. This event was organised by the Mt Druitt Medical Practioners Assc Inc and Novo Nordisk was not responsible for inviting the attendees or organising the educational content; the hospitality; accommodation or travel. 2 type B CPD points,Jade House Chinese Restaurant Mt Druitt NSW,GPs,Buffet lunch with non alcoholic drinks provided in private functions room,24,2000,,,Novo Nordisk sponsored the event. This involved payment of $2000 Novo Nordisk was not responsible for organising the content; the hospitality or travel and therefore does not know the costs of doing so.,0,0,1,0,0,0,0,83
novo,2010-03-01,Journal Club 1 hour presentation on patient case studies,Monash Medical Centre Clayton VIC,Endocrinologists; Endocrine Registrars; Diabetes Educators; Visiting Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,10,118.18,118.18,$118.18,$118.18,0,0,0,0,0,0,1,12
novo,2010-03-01,Journal Club 1 hour presentation on patient case studies,Monash Medical Centre Clayton VIC,Endocrinologists; Endocrine Registrars,Fruit and sandwiches with non alcoholic drinks provided,12,109.09,109.09,$109.09,$109.09,0,0,0,0,0,0,1,9
novo,2010-03-01,Journal Club 1 hour presentation on insulin and cancer,Royal Hobart Hospital Hobart TAS,Endocrinologists; Endocrine Registrars; Diabetes Educators; Physicians,Fruit and sandwiches with non alcoholic drinks provided,11,173.18,173.18,$173.18,$173.18,0,0,0,0,0,0,1,16
novo,2010-03-01,Novo Nordisk Diabetes Symposium for HCPs from VIC/TAS 6 hours educations Topics included: Embracing Insulin Pumps; Type 2 Diabetes Guidelines & Management; Novo Nordisk Forward Vision; Rural DAFNE (Dose Adjusting for Normal Eating) Setting; Cystic Fibrosis Related Diabetes; 2009 EASD Conference Highlights; 2009 IDF Highlights,Fenix Conference & Reception Centre Richmond VIC,Diabetes Nurse Educators,Breakfast for 35 delegates. Morning tea and buffet lunch with non alcoholic drinks provided for 124 delegates 1 night's accommodation for 35 delegates who was accommodated due to travel >2hrs from venue Flights for 10 delegates Transfers for 35 delegates Parking for 74 delegates,124,24035.49,18981.49,Food & Beverages: $10;370.91 Accom: $3;160.88 Flights: $2;288.82 Transfers/park ing: 1527.90,$24;035.49,1,0,0,0,0,0,0,194
novo,2010-03-01,In-service 1 hour presentation on insulin; clinical data and training on insulin devices,Nepean Hospital Kingswood NSW,Endocrinologists; Endocrine Registrars; Diabetes Educators; Dietitians,Fruit and sandwiches with non alcoholic drinks provided,12,154.00,154.00,$154.00,$154.00,0,0,0,0,0,0,1,13
novo,2010-03-01,Grand Rounds 1 hour presentation on syncopy & nausea and vomiting,Sir Charles Gairdner Hospital Nedlands WA,Physicians; Interns; Medical Students,Fruit and sandwiches with non alcoholic drinks provided,30,241.22,241.22,$241.22,$241.22,0,0,0,0,0,0,1,8
novo,2010-03-01,1 hour presentation on diabetes guidelines,Hotel Diana Plaza Woolloongabba QLD,Diabetes Educators; Dietitians,Breakfast with non alcoholic drinks provided in private function room 1 night accommodation for 1 delegate due to travel >2hrs from venue,46,1932.36,990.64,Food & Beverages: $990.64 Accom: $140.91,$1;932.36,0,0,0,0,0,0,1,42
novo,2010-03-01,Managing Haemophilia in Regional QLD Topics included Haemophilia in QLD Overview; Bleed Management and Early Treatment; Haemophilia - a Nurse's Perspective; Managing Joint & Muscle Bleeds. 1½ day workshop - education content 9.5 hours This workshop was organised by Haemophilia Nurses from the Royal Brisbane Women's Hospital & the Royal Children's Hospital Brisbane,Novotel Brisbane Brisbane QLD,Physiotherapists; Nurses,Morning tea; buffet lunch with non alcoholic beverages and afternoon tea for 31 delegates. Dinner with alcoholic and non alcoholic beverages for 23 delegates. 1 nights accommodation at Portal Hotel for 15 delegates due to travel >2hrs from venue. Return flights for 13 delegates. Parking.,31,13785.6,14533.57,Day Delegate Package = $2072.35 Dinner = $2006.98 Accommodatio n = $2031.80 Airfares = $4211.22 Parking = $335.45,$13;776.60 Including room hire; equipment hire; food & beverages for 9 speakers.,1,0,0,0,0,0,0,445
novo,2010-03-01,In-Service 45 minute presentation on Mode of Action in Haemostasis,Mater Hospital Brisbane QLD,Haematologists; Haematology Registrars; Nurses,Light refreshments provided with no drinks,12,30.00,30.00,$30.00,$30.00,1,0,0,0,0,0,0,3
novo,2010-03-01,Haematology Journal Club 1 hour presentation on Mode of Action in Haemostasis,Sydney Children's Hospital Randwick NSW,Haematologists; Haematology Registrars; Nurses,Light refreshments with non alcoholic drinks provided,22,223.27,223.27,$223.27,$223.27,1,0,0,0,0,0,0,10
novo,2010-03-01,Paediatric Endocrinology Journal Club 1 hour presentation on Growth Hormone Patient Support Programs,Children's Hospital Westmead NSW,Paediatric Endocrine Registrars,Light refreshments with non alcoholic drinks provided,32,293.72,293.72,$293.72,$293.72,0,0,0,0,0,0,1,9
novo,2010-03-01,30 minute presentation on Updates in Haemostasis Management,Sir Charles Gairdner Hospital Nedlands WA,Haematologists; Haematology Registrars; Nurses,Breakfast with non alcoholic drinks provided,15,153.63,153.63,$153.63,$153.63,1,0,0,0,0,0,0,10
novo,2010-03-01,45 minute presentation on Room Temperature Stable Product,Royal Perth Hospital Perth WA,Anaesthetists; Anaesthetic Registrars,Light lunch with non alcoholic drinks provided,46,468.45,468.45,$468.45,$468.45,0,0,0,0,0,0,1,10
novo,2010-03-01,1 hour presentation on Room Temperature Stable Product,Royal Perth Hospital Perth WA,Haematologists; Haematology Registrars; Nurses,Light lunch with non alcoholic drinks provided,24,37.63,37.63,$37.63,$37.63,1,0,0,0,0,0,0,2
novo,2010-03-01,45 minute presentation on Growth Hormone Product Devices,Princess Margaret Hospital Subiaco WA,Endocrinologists; Endocrinology Registrars,Light lunch with non alcoholic drinks provided,35,254.53,254.53,$254.53,$254.53,0,0,0,0,0,0,1,7
novo,2010-03-01,1 hour presentation on Acquired Haemophilia,Peter MacCallum Cancer Institute East Melbourne VIC,Haematologists; Haematology Registrars,Light lunch with non alcoholic drinks provided,15,177.27,177.27,$177.27,$177.27,0,0,0,0,0,0,1,12
novo,2010-03-01,1 hour presentation on Acquired Haemophilia,The Alfred Hospital Prahran VIC,Intensivists; Intensive Care Registrars,Light lunch with non alcoholic drinks provided,15,177.27,177.27,$177.27,$177.27,0,0,0,0,0,0,1,12
novo,2010-03-01,1 hour presentation on Growth Hormone and Diabetes Product Devices,Royal Children's Hospital Parkville VIC,Paediatric Endocrine Nurses,Light lunch with non alcoholic drinks provided,14,167.27,167.27,$167.27,$167.27,1,0,0,0,0,0,0,12
novo,2010-03-01,1 hour presentation by Physical Therapist re working closely with the paediatric endocrinologist department. Case discussions.,The Canberra Hospital Garran ACT,Paediatric Endocrinologists; Paediatric Endocrine Registrars; Nurses,Light lunch with non alcoholic drinks provided,11,150.54,150.54,$150.54,$150.54,1,0,0,0,0,0,0,14
novo,2010-03-01,1.5 hour case study presentation,Western Hospital Footscray VIC,Endocrinologists; Endocrine Registrars; Diabetes Educators,Light meal with non alcoholic drinks provided,12,130.99,130.99,$130.99,$130.99,0,0,0,0,0,0,1,11
novo,2010-03-01,Journal Club 1 hour case study presentation,Royal Children's Hospital Parkville VIC,Endocrinologists; Endocrine Registrars; Diabetes Educators; Dietitians,Light meal with non alcoholic drinks provided,15,155.06,155.06,$155.06,$155.06,0,0,0,0,0,0,1,10
novo,2010-03-01,WA Endocrinologist & Physicians Dinner Meeting 1 hour presentation on Type 1 Diabetes - Modern Management Childhood & Adolescence Novo Nordisk contributed to sponsorship of the meeting This event was organised by Princess Margaret Hospital for Children and Novo Nordisk was not responsible for inviting the attendees or organising the educational content; the hospitality; accommodation or travel.,Julio's West Perth WA,Diabetes Educators; Paed Endocrinologists; Paed Endocrine Registrars; Dietitians,3 course meal with alcoholic and non alcoholic drinks provided in private area,14,892.72,892.72,$892.72,Novo Nordisk sponsored the event. This involved the payment of $892.72 for hospitality.,0,0,0,0,0,0,1,64
novo,2010-03-01,Journal Club 1 hour presentation on importance of lipase levels in pregnant women & insulin treatment for gestational diabetes,King Edward Memorial Hospital Subiaco WA,Endocrinologists; Endocrine Registrars,Fruit and sandwiches with non alcoholic drinks provided,6,64.86,64.86,$64.86,$64.86,0,0,0,0,0,0,1,11
novo,2010-03-01,Journal Club 1 hour endocrine case study presentation,Queen Elizabeth II Hospital Brisbane QLD,Endocrinologists; Physicians; Visiting Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,18,200.47,200.47,$200.47,$200.47,0,0,0,0,0,0,1,11
novo,2010-03-01,Journal Club 1 hour presentation on parathyroid,St Vincent's Hospital Fitzroy VIC,Endocrinologists; Endocrine Registrars; Physicians,Light meal with non alcoholic drinks provided,30,526.77,526.77,$526.77,$526.77,0,0,0,0,0,0,1,18
novo,2010-03-01,2 hour presentation on hyperparathyroidism & islet cell transplantation Novo Nordisk contributed to sponsorship of the meeting This event was organised by Adelaide Clinical Endocrine Society for Children and Novo Nordisk was not responsible for inviting the attendees,The Memorial Hospital North Adelaide SA,Endocrinologists; Endocrine Registrars; Paed Endocrinologists; Physicians,Buffet dinner with alcoholic and non alcoholic drinks provided,14,750,750.00,$750.00,Novo Nordisk sponsored the event. This involved payment of $750 Novo Nordisk was not responsible for organising the content; the hospitality or travel and therefore does not know the costs of doing so.,0,0,0,0,0,0,1,54
novo,2010-03-01,Changing Diabetes From Theory to Practice Workshop - Module 2. 7 hours education Presentations included; diabetes complications; food and exercise in diabetes; barriers to achieving targets; lifestyle and drug intervention; assessing diabetes patients ability to drive. co- ordinating treatment and best practice; insulin and best practice for initiation. 40 CPD Cat. 1 Points,Novotel Brisbane Brisbane QLD,GPs; Diabetes Educators; Dietitians,Morning tea; buffet lunch with non alcoholic drinks provided & afternoon tea One night accommodation & breakfast for 2 delegates who was accommodated due to travel >2hrs from venue,40,7086.56,3842.47,Food & beverage: $3298.23 Accom & breakfast: $544.24,$7;086.56,0,0,1,0,0,0,0,177
novo,2010-03-01,Changing Diabetes From Theory to Practice Workshop - Module 1 6.5 hours education Presentations included; Epidemiologology of Diabetes and Insulin resistance; Barriers to achieving targets; Lifestyle and drug intervention; Insulin devises and glucose monitoring; Co-ordinating treatment and best practice and Insulin and best practice for initiation 40 category 1 RACGP points allocated,Novotel Glen Waverley VIC,Endocrinologists; Diabetes Educators; GPs; Dietitians,Morning tea; buffet lunch with non alcoholic drinks provided & afternoon tea One night accommodation & breakfast for 2 delegates who was accommodated due to travel >2hrs from venue,22,7839.55,1857.09,Food & beverage: $1548.00 Accom & breakfast: $309.09,$7;839.55,0,0,1,0,0,0,0,356
novo,2010-03-01,1 hour presentation on initiating & managing insulin therapy in type 2 diabetes,Mancini's Restaurant Belfield NSW,GPs,3 course meal with alcoholic and non alcoholic drinks provided in private function room,9,1369.06,557.75,$557.75,$1;369.06,0,0,1,0,0,0,0,152
novo,2010-03-01,1 hour presentation on initiating & managing insulin therapy in type 2 diabetes,The Old George & Dragon Restaurant East Maitland NSW,GPs,3 course meal with alcoholic and non alcoholic drinks provided in private function room,19,2296.69,1469.36,$1;469.36,$2;296.69,0,0,1,0,0,0,0,121
novo,2010-03-01,Small Learning Group Program 1 hour presentation on wound care management Novo Nordisk contributed to sponsorship of the meeting This event was organised by St George Division of General Practice and Novo Nordisk was not responsible for inviting the attendees or organising the educational content; the hospitality; accommodation or travel.,Penshurst Cottage Penshurst NSW,GPs,3 course meal with alcoholic and non alcoholic drinks provided in private function room,15,409.50,409.50,$409.50,Novo Nordisk sponsored the event. This involved the payment of $409.50 for hospitality.,0,0,1,0,0,0,0,27
novo,2010-03-01,Novo Nordisk Diabetes Symposium for HCPs from South Australia 6 hours educations Topics included: Latent Autoimmune Diabetes; Type 2 Diabetes Guidelines & Management; Novo Nordisk Forward Vision; Rural Diabetes Management; Hypothetical Diabetes Session; Type 2 Diabetes Blood Glucose Monitoring Management,Fenix Conference & Reception Centre Richmond VIC,Diabetes Nurse Educators,Breakfast for 10 delegates. Morning tea and buffet lunch with non alcoholic drinks provided for 46 delegates 1 night's accommodation for 10 delegates who was accommodated due to travel >2hrs from venue,46,12138.31,3037.32,Food & Beverages: $3;037.32 Accom: $1;954.55,$12;138.31,1,0,0,0,0,0,0,264
novo,2010-03-01,Grand Rounds 1 hour presentation on organ & tissue donation at the Austin: Practice & Innovation,Austin Health Heidelberg,Endocrinologists; Endocrine Registrars; Nurses; Physicians; Senior Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,80,500.00,500.00,$500.00,$500.00,1,0,0,0,0,0,0,6
novo,2010-03-01,Changing Diabetes From Theory to Practice Workshop - Module 1 8 hours education Presentations included; Epidemiologology of Diabetes and Insulin resistance; Barriers to achieving targets; Lifestyle and drug intervention; Insulin devises and glucose monitoring; Co-ordinating treatment and best practice and Insulin and best practice for initiation 40 category 1 RACGP points allocated,The Old Lion Hotel North Adelaide SA,GPs; Diabetes Educators; Dietitians,Morning tea; buffet lunch with non alcoholic drinks provided & afternoon tea One night accommodation & breakfast for 4 delegates who was accommodated due to travel >2hrs from venue,25,6629.93,2126.02,Food & beverage: $1473.97 Accom & breakfast: $652.05,$6;629.93,0,0,1,0,0,0,0,265
novo,2010-03-01,Journal Club 1 hour presentation on type 2 diabetes in adolescents & children in Vietnam,The Children's Hospital Westmead NSW,Diabetes Educators; Paed Endocrinologists; Paed Endocrine Registrars; Dietitians; Nurses,Light meal with non alcoholic drinks provided,37,420.00,420.00,$420.00,$420.00,1,0,0,0,0,0,0,11
novo,2010-03-01,Journal Club 1 hour presentation on young adult bones,Royal North Shore Hospital St Leonards NSW,Endocrinologists; Endocrine Registrars; Diabetes Educators; Paed Endocrinologists; Podiatrists; Nuclear Medicine Nurses,Light meal with non alcoholic drinks provided,23,300.00,300.00,$300.00,$300.00,1,0,0,0,0,0,0,13
novo,2010-03-01,Grand Rounds 1 hour presentation on secondary adrenal insufficiency,Westmead Hospital Westmead NSW,Endocrinologists; Endocrine Registrars; Diabetes Educators; Nurses; Dietitians,Fruit and sandwiches with non alcoholic drinks provided,24,317.00,317.00,$317.00,$317.00,1,0,0,0,0,0,0,13
novo,2010-03-01,1 hour case study presentations on endocrinology & diabetes,Princess Margaret Hospital Subiaco WA,Endocrinologists; Endocrine Registrars; Diabetes Educators; Nurses; Dietitians; Psychologist,Fruit and sandwiches with non alcoholic drinks provided,3,168.80,168.80,$168.80,$168.80,1,0,0,0,0,0,0,56
novo,2010-03-01,Changing Diabetes From Theory to Practice Workshop Module 1: Understanding the ins and outs of diabetes management in primary care 8 hours education Presentations included; Epidemiologology of Diabetes and Insulin resistance; Barriers to achieving targets; Lifestyle and drug intervention; Insulin devises and glucose monitoring; Co-ordinating treatment and best practice and Insulin and best practice for initiation 40 category 1 RACGP points allocated,Sugar Country Motel & Conference Centre Bundaberg QLD,Diabetes Educators; GPs; Nurses; Physicians; Dietitians,Morning tea; buffet lunch with non alcoholic drinks provided & afternoon tea 1 night's accommodation for 2 delegates who was accommodated due to travel >2hrs from venue,32,3664.39,1689.51,Food & beverages: $1;457.69 Accom: $231.82,$3;664.39,1,0,1,0,0,0,0,115
novo,2010-03-01,Journal Club 1 hour presentation on clinical paper,Liverpool Hospital Liverpool NSW,Endocrinologists; Endocrine Registrars; Diabetes Educators; Nurses; Dietitians,Afternoon tea with non alcoholic drinks provided,12,73.76,73.76,$73.76,$73.76,1,0,0,0,0,0,0,6
novo,2010-03-01,Grand Rounds 1 hour presentation on endocrinology,Royal Prince Alfred Hospital Camperdown NSW,Endocrinologists; Endocrine Registrars; Diabetes Educators; Paed Endocrine Registrars; Nurses; Pharmacists; Physicians; Visiting Medical Officers; Dietitians,Fruit and sandwiches with non alcoholic drinks provided,51,972.28,972.28,$972.28,$972.28,1,1,0,0,0,0,0,19
novo,2010-03-01,Journal Club 1 hour presentation on dialysis,Mackay Base Hospital Mackay QLD,Physicians; Visiting Medical Officers; Senior Medical Officers; Medical Students,Fruit and sandwiches with non alcoholic drinks provided,15,131.22,131.22,$131.22,$131.22,0,0,0,0,0,0,1,9
novo,2010-03-01,Journal Club 1 hour presentation on endocrine pregnancy complications,Mater Hospital South Brisbane QLD,Endocrinologists; Endocrine Registrars; Diabetes Educators; Medical Students,Fruit and sandwiches with non alcoholic drinks provided,15,175.83,175.83,$175.83,$175.83,0,0,0,0,0,0,1,12
novo,2010-03-01,Journal Club 1 hour presentation on endocrine tumour case study,Princess Alexandra Hospital Woolloongabba QLD,Endocrinologists; Endocrine Registrars; Diabetes Educators; Medical Students,Breakfast with non alcoholic drinks provided,15,177.27,177.27,$177.27,$177.27,0,0,0,0,0,0,1,12
novo,2010-03-01,Journal Club 1 hour presentation on clinical data in diabetes,Toowoomba Base Hospital Toowoomba QLD,Paediatricians,Fruit and sandwiches with non alcoholic drinks provided,13,137.27,137.27,$137.27,$137.27,0,0,0,0,0,0,1,11
novo,2010-03-01,Journal Club 1 hour presentation on type 2 diabetes,Logan Hospital Meadowbrook QLD,Endocrine Registrars,Light meal with non alcoholic drinks provided,35,238.18,238.18,$238.18,$238.18,0,0,0,0,0,0,1,7
novo,2010-03-01,Changing Diabetes From Theory to Practice Workshop - Module 1 7 hours education Presentations included; Epidemiologology of Diabetes and Insulin resistance; Barriers to achieving targets; Lifestyle and drug intervention; Insulin devises and glucose monitoring; Co-ordinating treatment and best practice and Insulin and best practice for initiation 40 category 1 RACGP points allocated,Novotel Olympic Park Olympic Park NSW,GPs,Morning tea; buffet lunch with non alcoholic drinks provided & afternoon tea One night accommodation & breakfast for 8 delegates who was accommodated due to travel >2hrs from venue,63,10954.49,4280.87,Food & beverage: $4280.87 Accom & breakfast: $1381.82,$10;954.49,0,0,1,0,0,0,0,174
novo,2010-03-01,1 hour presentation on diabetes evidence based guidelines,Shadows of Mt Cook Cooktown QLD,Diabetes Educators; GPs; Nurses; Pharmacists; Visiting Medical Officers; Senior Medical Officers; Dietitians; Podiatrists,Light meal with alcoholic and non alcoholic drinks provided in private function room,17,1090.51,722.50,$722.50,$1;090.51,1,1,1,0,0,0,0,64
novo,2010-03-01,Journal Club 1 hour patient case study presentation,Monash Medical Centre Clayton VIC,Endocrinologists; Endocrine Registrars; Visiting Medical Officers,Light meal with non alcoholic drinks provided,15,181.81,181.81,$181.81,$181.81,0,0,0,0,0,0,1,12
novo,2010-03-01,Journal Club 1 hour patient case study presentation,Frankston Hospital Frankston VIC,Endocrinologists; Endocrine Registrars; Diabetes Educators; Nurses; Visiting Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,15,136.36,136.36,$136.36,$136.36,1,0,0,0,0,0,0,9
novo,2010-03-01,Grand Rounds 1 hour presentation on paediatric endocrinology,Monash Medical Centre Clayton VIC,Paed Endocrinologists; Paed Endocrine Registrars; Nurses; Physicians; Visiting Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,15,190.90,190.90,$190.90,$190.90,1,0,0,0,0,0,0,13
novo,2010-03-01,Journal Club 1 hour patient case study presentation,Monash Medical Centre Clayton VIC,Endocrinologists; Endocrine Registrars; Visiting Medical Officers,Fruit and sandwiches with non alcoholic drinks provided,12,130.90,130.90,$130.90,$130.90,0,0,0,0,0,0,1,11
novo,2010-03-01,In-Service 1 hour training session on insulin devices,Sandringham Hospital Sandringham VIC,Endocrine Registrars; Diabetes Educators; Nurses,Afternoon tea with non alcoholic drinks provided,15,109.09,109.09,$109.09,$109.09,1,0,0,0,0,0,0,7
novo,2010-03-01,1 hour presentation on clinical data in diabetes,Frankston Hospital Frankston VIC,Pharmacists,Fruit and sandwiches with non alcoholic drinks provided,20,190.90,190.90,$190.90,$190.90,0,1,0,0,0,0,0,10
novo,2010-03-01,Paediatric Endocrine & Haematology Workshop Topics included Haemophilia & Von Willebrand Disease in Children; presentations; discussions and clinical updates of case studies. Education content 7.5 hours,Conference & Dinner Novotel Brisbane Accommodation Portal Hotel Brisbane,Paediatric Endocrinologists Haematologists,Three course meal with alcoholic and non alcoholic drinks for 14 delegates. Morning tea; buffet lunch with non alcoholic beverages and afternoon tea for 17 delegates. 1 night's accommodation for 12 delegates who was accommodated due to travel >2hrs from venue Return flights for 7 regional delegates. Parking.,17,13551.12,6647.79,Dinner = $976.17. Day Delegate Package = $1020.00. Accommodatio n= $1625.45 Airfares = $2050.00 Parking = $109.09,$6;774.06 Including equipment hire; food & beverages for 3 speakers; accommodation & airfares for 1 speaker.,0,0,0,0,0,0,1,797
novo,2010-03-01,In-Service 1 hour presentation on Acquired Haemophilia; Mode of Action and Room Temperature Stable product,Canberra Hospital Garran ACT,Pharmacists,Light lunch with non alcoholic drinks provided,20,296.36,296.36,$296.36,$296.36,0,1,0,0,0,0,0,15
novo,2010-03-01,In-Service 1 hour presentation on Acquired Haemophilia; Mode of Action and Room Temperature Stable product,Royal Melbourne Hospital Parkville VIC,Pharmacists,Light lunch with non alcoholic drinks provided,30,381.81,381.81,$381.81,$381.81,0,1,0,0,0,0,0,13
novo,2010-03-01,Dinner held in association with the Endocrine Nurses Society Association - Victorian Meeting. 1 hour presentation on Congenital Adrenal Hyperplasia.,Esposito Restaurant Carlton VIC,Endocrinology nurses,Three course meal with alcoholic and non alcoholic drinks provided,14,1006.81,1006.81,$1;006.81,$1;006.81,1,0,0,0,0,0,0,72
novo,2010-03-01,1 hour presentation on Room Temperature Stable product,St. Vincent's Hospital Fitzroy VIC,Haematologists Haematology registrars Nurses,Breakfast with non alcoholic drinks provided,11,90.90,90.90,$90.90,$90.90,1,0,0,0,0,0,0,8
novo,2010-03-01,1 hour presentation on Growth Hormone product devices,Warrnambool South West Healthcare Warrnambool VIC,Paediatricians,Light lunch with non alcoholic drinks provided,3,43.18,43.18,$43.18,$43.18,0,0,0,0,0,0,1,14
novo,2010-03-01,In-Service 1 hour presentation on Acquired Haemophilia,Royal Darwin Hospital Darwin NT,ICU Nurses,Light refreshments provided with no drinks,14,30.54,30.54,$30.54,$30.54,1,0,0,0,0,0,0,2
